"sha256","bytes","path"
"0C6357502617D3F0960503896C2025E143737137BE94072852839DB4474D2F7E","99579571","data/raw/hadith/research/hf-ar-quran-hadith14books-msa/data/mgb2_validation-00000-of-00001.parquet"
"00581E670DB8C3A7E989FDB87EAD0618214560B0D8010B3D50EC947644A043C8","457001175","data/raw/hadith/research/hf-ar-quran-hadith14books-msa/data/train-00000-of-00007.parquet"
"8E01490FC35CAA88663E6159AF423B94E64AEB73E6869FB5B3B84DB2693FC7C8","400851102","data/raw/hadith/research/hf-ar-quran-hadith14books-msa/data/train-00001-of-00007.parquet"
"13BC2B911802BF35AAC7D24E8172605DFD81CEB41DEE00C034B8CE7FA035F94E","329290945","data/raw/hadith/research/hf-ar-quran-hadith14books-msa/data/train-00002-of-00007.parquet"
"722B5433F616A147A734D016D39ABBECC9C1FBC6AF085BAB334011F688B6B1EA","299825334","data/raw/hadith/research/hf-ar-quran-hadith14books-msa/data/train-00003-of-00007.parquet"
"CA01D808055FB0D44B2E7C48CC04F7D63E71F2597ADA7AC0661F054625DCF42B","247401807","data/raw/hadith/research/hf-ar-quran-hadith14books-msa/data/train-00004-of-00007.parquet"
"7A24CD2FF9EF02C93AB42835B7A5932FDC6581DCFAB7E75E6D9BF2E797283E76","342545583","data/raw/hadith/research/hf-ar-quran-hadith14books-msa/data/train-00005-of-00007.parquet"
"2A06C746F2F3D92860B2158042EB2059D7653DBFC362A446A41EAB4D3B1A73AC","501308831","data/raw/hadith/research/hf-ar-quran-hadith14books-msa/data/train-00006-of-00007.parquet"
"6DFB57B7B8F4B7EA9BA96A1F69B78FDEBEF5E28EF09735C12A1C027A6185AD6B","446544016","data/raw/hadith/research/hf-ar-quran-hadith14books-msa/data/validation-00000-of-00005.parquet"
"C49CDCF11752FC6E940076D23AC905FB7701173A7F346DE13747DA9EF65C0A96","394574930","data/raw/hadith/research/hf-ar-quran-hadith14books-msa/data/validation-00001-of-00005.parquet"
"4799EA296ED02321FD8E9ED623242C3CA5CC776E35E3A19062647EC0ADDEC5D6","335623875","data/raw/hadith/research/hf-ar-quran-hadith14books-msa/data/validation-00002-of-00005.parquet"
"D151D0A70FFA70096C0CAEDDF1E833AA03F90B249EFE71A0A20627A689673ED7","309420208","data/raw/hadith/research/hf-ar-quran-hadith14books-msa/data/validation-00003-of-00005.parquet"
"11B9C049412184E0D70D778A5A2F0E02C5018BC0F9B6ACADBECEE301BA085612","208358989","data/raw/hadith/research/hf-ar-quran-hadith14books-msa/data/validation-00004-of-00005.parquet"
"D8C4790B656B7A2274C54105C4C081F463E3BE1BD3BC7F0235B805C8F5224011","44172","data/raw/hadith/verification/semakhadis-api/database/seeds/seeder_csv/hadith_seeder.xlsx"
